datee;PriceUSD;Percentage
2012-07-16;8.493405677;11.35628879
2012-07-17;8.751984855;3.04446988
2012-07-18;9.095192686;3.92148566
2012-07-19;8.879533414;-2.371134731
2012-07-20;8.532450679;-3.908794733
2012-07-21;8.875645841;4.022234347
2012-07-22;8.506562544;-4.158382427
2012-07-23;8.531211269;0.289761289
2012-07-24;8.574585171;0.508414337
2012-07-25;8.769347273;2.271388043
2012-07-26;8.875765046;1.213519888
2012-07-27;8.891459894;0.176828115
2012-07-28;8.842560894;-0.549954682
2012-07-29;8.747680659;-1.072994985
2012-07-30;9.088317249;3.894021775
2012-07-31;9.320998402;2.560222611
2012-08-01;9.568020904;2.650172129
2012-08-02;10.5510397;10.27400339
2012-08-03;10.91586475;3.457716595
2012-08-04;10.91971488;0.035270995
2012-08-05;10.80511738;-1.049455086
2012-08-06;10.8694465;0.59535794
2012-08-07;10.94127944;0.660870251
2012-08-08;11.0703916;1.18004624
2012-08-09;11.10372474;0.30110179
2012-08-10;11.4475688;3.096655117
2012-08-11;11.54253553;0.829579837
2012-08-12;11.59255239;0.433326478
2012-08-13;11.98496299;3.385023309
2012-08-14;12.18709748;1.6865675
2012-08-15;13.17007735;8.065742269
2012-08-16;13.45079082;2.131448914
2012-08-17;12.07700554;-10.21341645
2012-08-18;11.57750716;-4.135945585
2012-08-19;7.830621842;-32.36348956
2012-08-20;9.979876649;27.44679606
2012-08-21;9.902982018;-0.770496804
2012-08-22;9.772554579;-1.317052169
2012-08-23;10.08865743;3.234597923
2012-08-24;10.59404259;5.009439284
2012-08-25;10.58367667;-0.097846717
2012-08-26;10.54553074;-0.360422285
2012-08-27;10.90038008;3.364926309
2012-08-28;10.93295853;0.298874468
2012-08-29;10.8677839;-0.596129873
2012-08-30;10.72774884;-1.28853375
2012-08-31;10.10240982;-5.829172805
2012-09-01;10.00653294;-0.949049631
2012-09-02;10.2261162;2.194399055
2012-09-03;10.49713431;2.650254527
2012-09-04;10.36400189;-1.268273903
2012-09-05;11.02552288;6.382872089
2012-09-06;11.16076902;1.226664158
2012-09-07;11.07612234;-0.758430526
2012-09-08;11.04327003;-0.296604735
2012-09-09;11.06209549;0.170469978
2012-09-10;11.1252888;0.571259863
2012-09-11;11.26809296;1.283599491
2012-09-12;11.31528591;0.418819344
2012-09-13;11.38029929;0.574562419
2012-09-14;11.73010762;3.0738061
2012-09-15;11.71839342;-0.099864445
2012-09-16;11.88691122;1.438062389
2012-09-17;11.90831716;0.180079862
2012-09-18;12.25965084;2.950321837
2012-09-19;12.5048541;2.000083548
2012-09-20;12.36717665;-1.100992045
2012-09-21;12.33365784;-0.271030442
2012-09-22;12.21372763;-0.972381529
2012-09-23;12.16546303;-0.395166818
2012-09-24;12.11358872;-0.426406374
2012-09-25;12.18240539;0.568094886
2012-09-26;12.31981686;1.127950194
2012-09-27;12.3187514;-0.008648326
2012-09-28;12.38145739;0.509028759
2012-09-29;12.40475151;0.188137112
2012-09-30;12.39162247;-0.10583874
2012-10-01;12.38939516;-0.017974343
2012-10-02;12.8072381;3.372585427
2012-10-03;12.95543049;1.157098802
2012-10-04;12.86238578;-0.718190851
2012-10-05;12.75221942;-0.856500192
2012-10-06;12.50512971;-1.937621188
2012-10-07;11.87399709;-5.046989857
2012-10-08;11.73332975;-1.184667103
2012-10-09;11.82866344;0.812503265
2012-10-10;12.10918848;2.371570078
2012-10-11;12.06755181;-0.343843602
2012-10-12;12.02806816;-0.327188514
2012-10-13;11.92680383;-0.841900246
2012-10-14;11.65057796;-2.316009154
2012-10-15;11.90830953;2.212178374
2012-10-16;11.84801807;-0.50629737
2012-10-17;11.91938816;0.602380004
2012-10-18;11.92593284;0.054907884
2012-10-19;11.7574858;-1.412443366
2012-10-20;11.69437755;-0.536749494
2012-10-21;11.65741141;-0.316101867
2012-10-22;11.74107791;0.717710854
2012-10-23;11.70778173;-0.283587105
2012-10-24;11.63435239;-0.62718408
2012-10-25;10.75362982;-7.570017972
2012-10-26;10.13061949;-5.793488684
2012-10-27;10.4581863;3.233433082
2012-10-28;10.70996208;2.407451742
2012-10-29;10.63073898;-0.739714176
2012-10-30;10.85932306;2.150218183
2012-10-31;11.14607184;2.640576932
2012-11-01;10.61353575;-4.777791628
2012-11-02;10.53050364;-0.78232282
2012-11-03;10.65074702;1.141857831
2012-11-04;10.79688289;1.372071582
2012-11-05;10.74082074;-0.519243913
2012-11-06;10.8681975;1.185912762
2012-11-07;10.95409894;0.790392752
2012-11-08;10.89269937;-0.560516877
2012-11-09;10.81586722;-0.705354573
2012-11-10;10.86326044;0.438182386
2012-11-11;10.84184064;-0.197176569
2012-11-12;11.03134246;1.747874948
2012-11-13;10.99800278;-0.302226826
2012-11-14;10.95895242;-0.355067746
2012-11-15;11.17510986;1.972427946
2012-11-16;11.70504483;4.742100776
2012-11-17;11.7500424;0.38442885
2012-11-18;11.66563103;-0.718392021
2012-11-19;11.75052935;0.727764476
2012-11-20;11.69917032;-0.43707847
2012-11-21;11.72913518;0.25612807
2012-11-22;12.29199795;4.7988429
2012-11-23;12.28028762;-0.095267889
2012-11-24;12.4132044;1.082358853
2012-11-25;12.52968949;0.938396616
2012-11-26;12.18462624;-2.753964894
2012-11-27;12.15927538;-0.208056077
2012-11-28;12.33165983;1.417719699
2012-11-29;12.49766165;1.346143413
2012-11-30;12.58613893;0.707950628
2012-12-01;12.59238687;0.049641457
2012-12-02;12.49794476;-0.749993743
2012-12-03;12.65695784;1.272313836
2012-12-04;13.36958958;5.630355681
2012-12-05;13.31275022;-0.42513915
2012-12-06;13.47792454;1.240722732
2012-12-07;13.47728245;-0.004764019
2012-12-08;13.49998441;0.168446122
2012-12-09;13.34651089;-1.13684219
2012-12-10;13.49225658;1.092013422
2012-12-11;13.61541567;0.912813098
2012-12-12;13.66821364;0.387780863
2012-12-13;13.75525152;0.636790443
2012-12-14;13.60092225;-1.121966165
2012-12-15;13.53094829;-0.514479553
2012-12-16;13.33286108;-1.463956612
2012-12-17;13.32007195;-0.095921836
2012-12-18;13.27203387;-0.360644316
2012-12-19;13.53854318;2.008051769
2012-12-20;13.57002703;0.232549735
2012-12-21;13.428968;-1.039489632
2012-12-22;13.42721391;-0.013061982
2012-12-23;13.31810576;-0.812589691
2012-12-24;13.42666267;0.815107769
2012-12-25;13.365567;-0.455032411
2012-12-26;13.45469902;0.666877902
2012-12-27;13.39930318;-0.411721112
2012-12-28;13.45550722;0.419454949
2012-12-29;13.37400386;-0.605724926
2012-12-30;13.4450138;0.530954973
2012-12-31;13.54555244;0.747776433
2013-01-01;13.33137142;-1.581190745
2013-01-02;13.28060681;-0.380790598
2013-01-03;13.38408115;0.779138611
2013-01-04;13.45172115;0.505376502
2013-01-05;13.45940677;0.057134824
2013-01-06;13.50449651;0.335005412
2013-01-07;13.55606166;0.381836893
2013-01-08;13.78035063;1.654529015
2013-01-09;13.82095526;0.294655967
2013-01-10;14.12317286;2.186662162
2013-01-11;14.22762112;0.739552423
2013-01-12;14.21428566;-0.093729419
2013-01-13;14.16078827;-0.376363542
2013-01-14;14.31797032;1.109980957
2013-01-15;14.31363775;-0.030259657
2013-01-16;14.70781405;2.753851279
2013-01-17;15.59859974;6.056547144
2013-01-18;15.71579112;0.751294259
2013-01-19;15.5881264;-0.81233406
2013-01-20;15.71959214;0.843371001
2013-01-21;16.78101952;6.752257782
2013-01-22;17.30017884;3.093729301
2013-01-23;17.53639542;1.365399666
2013-01-24;16.90108607;-3.622804661
2013-01-25;17.40720203;2.994576531
2013-01-26;17.55362918;0.841187151
2013-01-27;17.86462801;1.771706783
2013-01-28;18.79426487;5.203785149
2013-01-29;19.51471419;3.833346591
2013-01-30;19.73744669;1.141356713
2013-01-31;20.51164303;3.922474657
2013-02-01;20.44309196;-0.334205672
2013-02-02;19.63590171;-3.948474392
2013-02-03;20.57893968;4.802621198
2013-02-04;20.44048796;-0.672783554
2013-02-05;20.65934473;1.070702258
2013-02-06;21.20856553;2.65846188
2013-02-07;22.11776518;4.286945507
2013-02-08;22.78736505;3.027430057
2013-02-09;23.73386015;4.15359609
2013-02-10;23.90028936;0.701231078
2013-02-11;24.49727269;2.497807993
2013-02-12;24.97973641;1.96945888
2013-02-13;24.64165093;-1.353438912
2013-02-14;27.28238982;10.7165664
2013-02-15;27.17126923;-0.407297865
2013-02-16;27.34616356;0.643673769
2013-02-17;26.92725138;-1.531886492
2013-02-18;26.92886764;0.006002323
2013-02-19;29.41362438;9.227111876
2013-02-20;29.81980723;1.380934364
2013-02-21;29.81806892;-0.005829386
2013-02-22;30.47265653;2.19527166
2013-02-23;29.80645455;-2.186228778
2013-02-24;29.88284849;0.256300012
2013-02-25;30.35203309;1.570079916
2013-02-26;31.15553735;2.647283143
2013-02-27;31.24026108;0.271937959
2013-02-28;33.37529394;6.834234989
2013-03-01;34.60625703;3.688246461
2013-03-02;34.14351592;-1.337160241
2013-03-03;34.45174048;0.902732341
2013-03-04;36.37626525;5.586146706
2013-03-05;40.67295399;11.81179186
2013-03-06;43.28499619;6.422061686
2013-03-07;41.94744072;-3.090113405
2013-03-08;43.90292891;4.661758061
2013-03-09;46.88858661;6.80058887
2013-03-10;46.06603846;-1.754260925
2013-03-11;48.27507458;4.795368111
2013-03-12;44.41354526;-7.999012643
2013-03-13;47.01619085;5.860026661
2013-03-14;46.92556255;-0.192759763
2013-03-15;46.90251725;-0.049110345
2013-03-16;47.1570157;0.542611499
2013-03-17;47.33349978;0.37424778
2013-03-18;51.36543639;8.518145977
2013-03-19;59.49860111;15.83392509
2013-03-20;63.6874855;7.040307349
2013-03-21;70.91752501;11.3523708
2013-03-22;69.84608454;-1.510826081
2013-03-23;64.38311637;-7.821437962
2013-03-24;71.69042421;11.34972684
2013-03-25;74.31408925;3.65971477
2013-03-26;78.61419743;5.786396935
2013-03-27;88.85207991;13.02294346
2013-03-28;87.67317396;-1.326818634
2013-03-29;90.29569936;2.991251804
2013-03-30;92.18995999;2.097841474
2013-03-31;93.89923842;1.854083064
2013-04-01;103.5803469;10.31010331
2013-04-02;116.6799442;12.64679809
2013-04-03;131.3848094;12.60273583
2013-04-04;133.0071205;1.234778286
2013-04-05;142.6260655;7.231902306
2013-04-06;143.081823;0.319547115
2013-04-07;162.8522146;13.81754244
2013-04-08;186.3511618;14.42961481
2013-04-09;230.6829967;23.7894062
2013-04-10;161.1928897;-30.12363634
2013-04-11;82.90158504;-48.5699492
2013-04-12;111.4763732;34.46832548
2013-04-13;97.60907187;-12.43967751
2013-04-14;88.8614914;-8.961851909
2013-04-15;80.87469317;-8.987918285
2013-04-16;68.28313873;-15.56921448
2013-04-17;92.86403691;35.998489
2013-04-18;108.6283451;16.97568693
2013-04-19;119.0122832;9.559142356
2013-04-20;128.2082889;7.726938265
2013-04-21;118.4832438;-7.585348202
2013-04-22;126.3142718;6.609397038
2013-04-23;142.1272181;12.5187329
2013-04-24;154.1332778;8.447403612
2013-04-25;141.0086593;-8.515110243
2013-04-26;137.2096004;-2.694202525
2013-04-27;128.2266696;-6.546867557
2013-04-28;134.6235696;4.988743743
2013-04-29;143.8103782;6.824071491
2013-04-30;139.1296475;-3.254793365
2013-05-01;116.113801;-16.54273328
2013-05-02;106.3409847;-8.41658464
2013-05-03;96.31684027;-9.426416778
2013-05-04;112.4976364;16.79955037
2013-05-05;116.4887158;3.547700722
2013-05-06;112.1185962;-3.751539023
2013-05-07;111.6092129;-0.454325454
2013-05-08;113.1360619;1.368031314
2013-05-09;111.9745327;-1.026665702
2013-05-10;117.6910369;5.105182433
2013-05-11;115.4997777;-1.861874344
2013-05-12;114.8856756;-0.531691156
2013-05-13;117.4044566;2.192423968
2013-05-14;107.8655666;-8.124810888
2013-05-15;108.9868524;1.039521593
2013-05-16;112.9178741;3.606876919
2013-05-17;117.284616;3.867184005
2013-05-18;118.1698767;0.754796917
2013-05-19;117.0338802;-0.961324938
2013-05-20;117.8186365;0.670537695
2013-05-21;117.2520409;-0.480904868
2013-05-22;118.9781736;1.472155757
2013-05-23;123.726156;3.990633175
2013-05-24;128.9710807;4.239139704
2013-05-25;128.8449153;-0.097824566
2013-05-26;130.1586011;1.019586884
2013-05-27;126.3929059;-2.893158943
2013-05-28;125.9045953;-0.38634339
2013-05-29;129.5648124;2.907135452
2013-05-30;126.5130684;-2.355380256
2013-05-31;127.8164889;1.030265514
2013-06-01;128.7911511;0.762548083
2013-06-02;122.6267089;-4.786386399
2013-06-03;122.9491879;0.262976119
2013-06-04;120.1899687;-2.244194709
2013-06-05;120.8699238;0.565733664
2013-06-06;119.0539757;-1.502398709
2013-06-07;110.1977314;-7.438847948
2013-06-08;109.1785453;-0.924870312
2013-06-09;99.90360345;-8.495205596
2013-06-10;104.3575666;4.458260789
2013-06-11;107.5075205;3.018423992
2013-06-12;106.3781163;-1.050535018
2013-06-13;101.3238977;-4.751182631
2013-06-14;99.2132443;-2.083075628
2013-06-15;99.87503741;0.667041087
2013-06-16;99.03835126;-0.837733001
2013-06-17;100.1263051;1.09851771
2013-06-18;104.2891764;4.157620012
2013-06-19;104.4171508;0.122711111
2013-06-20;104.3234997;-0.089689367
2013-06-21;101.4168574;-2.786181754
2013-06-22;100.0395085;-1.358106487
2013-06-23;100.3147446;0.275127421
2013-06-24;99.04568323;-1.265079598
2013-06-25;97.83278872;-1.224580887
2013-06-26;98.65170076;0.837052741
2013-06-27;96.8039496;-1.873004871
2013-06-28;89.42450672;-7.623080369
2013-06-29;88.79729106;-0.701391248
2013-06-30;89.48090766;0.769861997
2013-07-01;82.86757013;-7.390780553
2013-07-02;87.81646669;5.972054621
2013-07-03;77.6913308;-11.52988302
2013-07-04;79.13487084;1.85804519
2013-07-05;67.44762385;-14.7687699
2013-07-06;66.34168089;-1.63970634
2013-07-07;72.10952237;8.694144326
2013-07-08;73.98855377;2.605802029
2013-07-09;74.89191087;1.220941693
2013-07-10;85.01367914;13.51516892
2013-07-11;87.49754939;2.921730099
2013-07-12;90.04669871;2.913395113
2013-07-13;91.5925979;1.716774967
2013-07-14;89.89226928;-1.856403966
2013-07-15;93.79615254;4.342846496
2013-07-16;91.78103565;-2.148400373
2013-07-17;91.03135126;-0.816818409
2013-07-18;84.96172912;-6.667617316
2013-07-19;86.2387946;1.503106746
2013-07-20;84.91085915;-1.53983536
2013-07-21;85.66435026;0.887390756
2013-07-22;85.64902864;-0.017885647
2013-07-23;86.97705669;1.550546544
2013-07-24;88.15173057;1.35055602
2013-07-25;90.16609223;2.285107334
2013-07-26;89.98398597;-0.201967557
2013-07-27;88.16527586;-2.021148643
2013-07-28;92.7458422;5.195431297
2013-07-29;93.29869725;0.596096863
2013-07-30;96.65955289;3.602253557
2013-07-31;98.02441993;1.41203533
2013-08-01;96.56801783;-1.485754371
2013-08-02;96.07453068;-0.511025444
2013-08-03;95.50670953;-0.591021526
2013-08-04;96.36548217;0.899175201
2013-08-05;97.52713384;1.205464487
2013-08-06;97.6712066;0.147725826
2013-08-07;97.0542069;-0.631710951
2013-08-08;94.25727177;-2.881827811
2013-08-09;92.47277674;-1.89321736
2013-08-10;93.29355289;0.887586794
2013-08-11;94.27131239;1.048046159
2013-08-12;95.44647078;1.246570518
2013-08-13;97.75907508;2.422933282
2013-08-14;99.12128755;1.393438374
2013-08-15;98.10633314;-1.023952006
2013-08-16;98.29096026;0.188190826
2013-08-17;99.63050438;1.362835527
2013-08-18;99.17803974;-0.454142678
2013-08-19;102.7840123;3.635857837
2013-08-20;104.500211;1.66971368
2013-08-21;110.8016037;6.030028737
2013-08-22;109.5232168;-1.153762098
2013-08-23;107.6975716;-1.666902497
2013-08-24;108.882675;1.100399415
2013-08-25;113.0825634;3.857260457
2013-08-26;112.1181148;-0.852871158
2013-08-27;117.7597908;5.031904013
2013-08-28;118.3174144;0.473526327
2013-08-29;118.8356382;0.437994566
2013-08-30;124.8853796;5.09084772
2013-08-31;128.377979;2.796643905
2013-09-01;130.536372;1.681279813
2013-09-02;129.5653717;-0.743854205
2013-09-03;129.1828036;-0.295270321
2013-09-04;122.5292387;-5.15050354
2013-09-05;122.370085;-0.129890394
2013-09-06;117.8611464;-3.684673939
2013-09-07;119.8149895;1.657749932
2013-09-08;118.0573863;-1.466930944
2013-09-09;121.2592726;2.712144003
2013-09-10;122.2155302;0.788605705
2013-09-11;127.0882271;3.986970284
2013-09-12;126.7807236;-0.241960655
2013-09-13;127.4077452;0.494571736
2013-09-14;124.3484775;-2.401163034
2013-09-15;125.0764179;0.585403537
2013-09-16;126.204666;0.90204702
2013-09-17;126.8972501;0.54877857
2013-09-18;126.9038194;0.005176832
2013-09-19;124.1809573;-2.145610811
2013-09-20;122.9216359;-1.014101901
2013-09-21;123.5082569;0.477231675
2013-09-22;123.1249351;-0.310361227
2013-09-23;122.865699;-0.210547213
2013-09-24;123.7973577;0.758274023
2013-09-25;123.6140786;-0.148047648
2013-09-26;124.6856745;0.866888191
2013-09-27;126.6053477;1.539610143
2013-09-28;126.7965517;0.151023616
2013-09-29;127.1086277;0.246123396
2013-09-30;126.0902618;-0.801177612
2013-10-01;127.5754243;1.177856606
2013-10-02;104.1050929;-18.39721993
2013-10-03;117.575495;12.9392345
2013-10-04;121.9303477;3.70387785
2013-10-05;121.3934027;-0.440370319
2013-10-06;122.4752613;0.891200459
2013-10-07;123.9068726;1.168898375
2013-10-08;124.7665289;0.6937923
2013-10-09;125.9335203;0.935340105
2013-10-10;126.7046505;0.612331159
2013-10-11;127.2552992;0.43459237
2013-10-12;127.851263;0.468321372
2013-10-13;132.4156587;3.570082585
2013-10-14;135.3391949;2.207847822
2013-10-15;141.4939085;4.547620977
2013-10-16;138.3279219;-2.237542696
2013-10-17;143.7471338;3.917655848
2013-10-18;152.7755722;6.280777988
2013-10-19;165.7727171;8.507344963
2013-10-20;166.5001511;0.43881404
2013-10-21;179.9106286;8.054333532
2013-10-22;190.4027814;5.831869366
2013-10-23;204.600351;7.456597768
2013-10-24;194.4100438;-4.980591261
2013-10-25;185.6437876;-4.50915805
2013-10-26;179.808218;-3.143423057
2013-10-27;194.5461333;8.196463664
2013-10-28;196.2746873;0.888505998
2013-10-29;204.4281742;4.154120412
2013-10-30;197.9005994;-3.193089589
2013-10-31;203.2836499;2.720077911
2013-11-01;203.0371098;-0.121278845
2013-11-02;204.7928814;0.864753989
2013-11-03;210.2753826;2.677095619
2013-11-04;228.7910389;8.805432202
2013-11-05;243.6416689;6.490914205
2013-11-06;263.209584;8.031432048
2013-11-07;290.1242262;10.22555554
2013-11-08;333.7506565;15.03715526
2013-11-09;331.0511485;-0.808839775
2013-11-10;327.5586535;-1.054971405
2013-11-11;342.6976929;4.621779705
2013-11-12;354.6454883;3.486395062
2013-11-13;394.5044952;11.23911292
2013-11-14;416.7063033;5.62777062
2013-11-15;408.3987973;-1.993611784
2013-11-16;435.7984428;6.709041655
2013-11-17;485.3365769;11.36721228
2013-11-18;657.7785039;35.53037938
2013-11-19;546.8783973;-16.85979489
2013-11-20;595.3390996;8.861330522
2013-11-21;720.7644253;21.06787975
2013-11-22;802.9169337;11.39796938
2013-11-23;834.29534;3.908051375
2013-11-24;807.1666955;-3.251683569
2013-11-25;816.2433866;1.12451259
2013-11-26;916.0971601;12.23333324
2013-11-27;962.9105609;5.110091245
2013-11-28;1007.387164;4.618975483
2013-11-29;1128.725488;12.04485512
2013-11-30;1119.296715;-0.835346887
2013-12-01;964.4857937;-13.83108867
2013-12-02;1040.808218;7.913276123
2013-12-03;1053.621027;1.231044252
2013-12-04;1134.932231;7.71731024
2013-12-05;1027.411773;-9.473733773
2013-12-06;824.5817103;-19.74184722
2013-12-07;703.748376;-14.65389455
2013-12-08;783.5733483;11.34282863
2013-12-09;896.0792899;14.35806128
2013-12-10;977.1653673;9.048984655
2013-12-11;875.4640343;-10.4077914
2013-12-12;873.324806;-0.244353646
2013-12-13;879.1561353;0.667715983
2013-12-14;852.8561205;-2.99150671
2013-12-15;864.0616579;1.313883675
2013-12-16;677.8941068;-21.54563269
2013-12-17;682.6267727;0.698142358
2013-12-18;526.1209763;-22.92699358
2013-12-19;685.525129;30.29800365
2013-12-20;600.2169543;-12.44420826
2013-12-21;597.0335025;-0.530383504
2013-12-22;615.0130353;3.011478024
2013-12-23;657.9266342;6.977673061
2013-12-24;650.6647452;-1.10375361
2013-12-25;678.2901581;4.24572149
2013-12-26;749.996595;10.57164637
2013-12-27;722.5705675;-3.656820264
2013-12-28;715.8523631;-0.929764471
2013-12-29;727.2712157;1.595140726
2013-12-30;735.7419971;1.164734865
2013-12-31;729.5575829;-0.840568323
2014-01-01;752.4045499;3.131619432
2014-01-02;784.9549213;4.326179496
2014-01-03;807.222939;2.836853061
2014-01-04;828.6020626;2.648478203
2014-01-05;902.4873803;8.916863833
2014-01-06;914.4599608;1.326620276
2014-01-07;803.3517962;-12.15013991
2014-01-08;820.6900095;2.158234212
2014-01-09;831.3347505;1.297047711
2014-01-10;853.2988548;2.642028899
2014-01-11;889.5558371;4.24903679
2014-01-12;845.1913322;-4.987264773
2014-01-13;822.8770122;-2.640150126
2014-01-14;815.2936027;-0.92157265
2014-01-15;841.0898574;3.164044777
2014-01-16;815.8548003;-3.000280748
2014-01-17;792.8295065;-2.822229374
2014-01-18;809.7835284;2.13841964
2014-01-19;838.4284747;3.537358488
2014-01-20;828.8852166;-1.138231636
2014-01-21;823.8179638;-0.611333479
2014-01-22;818.9763863;-0.587699911
2014-01-23;810.9224252;-0.983417991
2014-01-24;781.042514;-3.684681829
2014-01-25;804.4032408;2.990967384
2014-01-26;814.4993814;1.255109386
2014-01-27;742.701375;-8.814985996
2014-01-28;790.1764019;6.392209373
2014-01-29;793.3844249;0.40598821
2014-01-30;799.4744798;0.767604548
2014-01-31;803.2375988;0.470699071
2014-02-01;813.2195492;1.24271454
2014-02-02;814.4908704;0.156331855
2014-02-03;806.9974284;-0.920015475
2014-02-04;800.0782319;-0.857400065
2014-02-05;784.4736928;-1.950376662
2014-02-06;763.5693822;-2.664756095
2014-02-07;711.5712734;-6.809873474
2014-02-08;677.6823009;-4.76255489
2014-02-09;687.4060546;1.4348543
2014-02-10;685.4574988;-0.283465024
2014-02-11;671.8996917;-1.977920902
2014-02-12;653.7657809;-2.698901488
2014-02-13;612.918415;-6.24801223
2014-02-14;668.7886027;9.115436302
2014-02-15;654.3770602;-2.154872616
2014-02-16;623.2503219;-4.756697651
2014-02-17;631.3345963;1.297115151
2014-02-18;627.2717614;-0.643531166
2014-02-19;623.5401369;-0.594897571
2014-02-20;563.7685611;-9.585842563
2014-02-21;580.324316;2.936622582
2014-02-22;607.1246333;4.618162056
2014-02-23;610.0823237;0.487163631
2014-02-24;542.2666508;-11.11582328
2014-02-25;533.7076444;-1.578375935
2014-02-26;587.5785883;10.09371787
2014-02-27;585.3939257;-0.371807736
2014-02-28;551.2947703;-5.824993025
2014-03-01;567.5342354;2.94569548
2014-03-02;558.5277072;-1.586957706
2014-03-03;676.5057328;21.12303904
2014-03-04;674.5113994;-0.294799179
2014-03-05;670.3388511;-0.618603086
2014-03-06;667.712834;-0.391744726
2014-03-07;631.7702952;-5.382933644
2014-03-08;621.5241145;-1.621820588
2014-03-09;640.5788893;3.065814243
2014-03-10;628.1512412;-1.940065207
2014-03-11;633.7338382;0.888734544
2014-03-12;634.6468237;0.144064499
2014-03-13;643.4321009;1.384278123
2014-03-14;628.30859;-2.350443945
2014-03-15;636.2186501;1.258945076
2014-03-16;634.168901;-0.322176832
2014-03-17;622.7602086;-1.798999021
2014-03-18;614.3095137;-1.356974132
2014-03-19;610.5112035;-0.618305619
2014-03-20;586.6075957;-3.915343016
2014-03-21;569.694518;-2.883201281
2014-03-22;564.7000267;-0.876696393
2014-03-23;558.9588617;-1.01667518
2014-03-24;585.0232505;4.663024529
2014-03-25;583.7711891;-0.214019088
2014-03-26;579.2438504;-0.775533082
2014-03-27;483.1640126;-16.587114
2014-03-28;498.6613289;3.207464946
2014-03-29;489.5170235;-1.833770712
2014-03-30;458.9663283;-6.2409873
2014-03-31;455.3553541;-0.786762339
2014-04-01;479.0084659;5.194429274
2014-04-02;439.0114925;-8.349951242
2014-04-03;449.4411515;2.375714343
2014-04-04;449.7198697;0.062014396
2014-04-05;461.6753315;2.658424177
2014-04-06;458.6334805;-0.658872314
2014-04-07;448.6552751;-2.17563826
2014-04-08;452.8030988;0.924501273
2014-04-09;442.8379849;-2.200760969
2014-04-10;366.9118661;-17.14534919
2014-04-11;421.9435281;14.99860514
2014-04-12;424.2742126;0.552368841
2014-04-13;416.3623217;-1.864806005
2014-04-14;461.1082466;10.7468718
2014-04-15;521.6152996;13.12209302
2014-04-16;531.4818467;1.891537141
2014-04-17;499.8375515;-5.953974794
2014-04-18;483.0200135;-3.364600751
2014-04-19;504.3655952;4.419191969
2014-04-20;501.5571844;-0.556820441
2014-04-21;498.0845303;-0.69237452
2014-04-22;489.50351;-1.722804012
2014-04-23;490.6329675;0.230735325
2014-04-24;503.291801;2.580102505
2014-04-25;466.4261713;-7.324901699
2014-04-26;459.2267098;-1.543537213
2014-04-27;438.7093637;-4.467803301
2014-04-28;441.5478055;0.646998215
2014-04-29;447.7099308;1.395573758
2014-04-30;448.8757155;0.260388404
2014-05-01;460.1946983;2.521629563
2014-05-02;452.2397798;-1.728598466
2014-05-03;438.978588;-2.932336417
2014-05-04;436.6753986;-0.524670092
2014-05-05;432.338179;-0.993236537
2014-05-06;430.1282054;-0.511167819
2014-05-07;442.1828761;2.802576197
2014-05-08;440.4027627;-0.402574021
2014-05-09;452.6979997;2.791816504
2014-05-10;456.7558463;0.896369449
2014-05-11;439.114476;-3.862319529
2014-05-12;441.2809556;0.493374658
2014-05-13;439.005775;-0.515585494
2014-05-14;444.8482057;1.33083232
2014-05-15;446.9615587;0.475072841
2014-05-16;448.7421537;0.398377654
2014-05-17;449.2222893;0.106995875
2014-05-18;446.9626414;-0.503013301
2014-05-19;447.4048568;0.098937882
2014-05-20;490.3356482;9.595513034
2014-05-21;493.9334918;0.733751191
2014-05-22;526.8142884;6.656927938
2014-05-23;523.6993203;-0.591283915
2014-05-24;527.6912431;0.762254732
2014-05-25;573.3124588;8.645437319
2014-05-26;584.8479749;2.012081875
2014-05-27;573.9282692;-1.867101553
2014-05-28;579.1893188;0.916673713
2014-05-29;570.3493109;-1.526272603
2014-05-30;620.8463606;8.85370574
2014-05-31;627.8924207;1.134912038
2014-06-01;630.0749535;0.347596622
2014-06-02;663.5057238;5.305840221
2014-06-03;672.3878971;1.338673198
2014-06-04;643.8873688;-4.238703354
2014-06-05;661.5035582;2.735911623
2014-06-06;650.1333159;-1.718848238
2014-06-07;656.8002718;1.025475193
2014-06-08;657.8199749;0.155253148
2014-06-09;648.3363223;-1.441679016
2014-06-10;650.9366096;0.401070736
2014-06-11;631.4890222;-2.987631528
2014-06-12;591.9750771;-6.257265554
2014-06-13;597.0449997;0.856441894
2014-06-14;575.5594617;-3.598646333
2014-06-15;589.7246464;2.461115772
2014-06-16;590.5674822;0.142920221
2014-06-17;609.0800029;3.134700319
2014-06-18;607.629796;-0.238097933
2014-06-19;595.7514769;-1.954861198
2014-06-20;591.5315228;-0.708341361
2014-06-21;592.7643495;0.208412682
2014-06-22;599.6346335;1.159024501
2014-06-23;589.5522998;-1.68141284
2014-06-24;579.9737186;-1.624721207
2014-06-25;562.23678;-3.058231445
2014-06-26;580.7492303;3.292643061
2014-06-27;600.6383054;3.424726899
2014-06-28;594.3903042;-1.040226891
2014-06-29;600.8405184;1.085181598
2014-06-30;638.946114;6.342048246
2014-07-01;642.9565967;0.627671516
2014-07-02;651.2983477;1.297404998
2014-07-03;646.4133891;-0.750033934
2014-07-04;630.6355029;-2.440835303
2014-07-05;630.4683419;-0.026506756
2014-07-06;634.6726745;0.666858631
2014-07-07;622.854979;-1.862014228
